PassengerId,HomePlanet,CryoSleep,Cabin,Destination,VIP,Transported,Group,GroupNum,GroupSize,Deck,Side,RoomService_Trimmed,FoodCourt_Cat,Spa_Trimmed,VRDeck_Trimmed,ShoppingMall_Cat,FamilySize_Cat
4640_01,Earth,False,G/760/S,55 Cancri e,False,True,4640,1,1,G,S,595.0,51-100,0.0,131.0,0,1
4641_01,Earth,False,F/871/S,TRAPPIST-1e,False,False,4641,1,1,F,S,65.0,51-100,713.0,27.0,1-50,1+
4642_01,Europa,False,C/178/S,TRAPPIST-1e,False,False,4642,1,1,C,S,0.0,101+,4030.0,0.0,0,1+
4643_01,Earth,False,F/947/P,TRAPPIST-1e,False,True,4643,1,1,F,P,0.0,101+,0.0,0.0,0,1+
4644_01,Earth,False,F/872/S,55 Cancri e,False,True,4644,1,1,F,S,8.0,101+,250.0,8.0,101+,1+
4645_01,Europa,False,B/184/S,TRAPPIST-1e,False,True,4645,1,2,B,S,0.0,101+,1.0,2.0,0,1+
4645_02,Europa,True,B/184/S,TRAPPIST-1e,False,True,4645,2,2,B,S,0.0,0,0.0,0.0,0,1+
4646_01,Earth,False,F/873/S,PSO J318.5-22,False,True,4646,1,1,F,S,141.0,1-50,177.0,336.0,0,1+
4648_01,Earth,False,F/874/S,TRAPPIST-1e,False,True,4648,1,1,F,S,290.0,0,266.0,0.0,51-100,1+
4649_01,Earth,False,E/290/P,TRAPPIST-1e,False,False,4649,1,1,E,P,1399.0,101+,0.0,0.0,0,1+
4650_01,Earth,False,G/762/S,TRAPPIST-1e,False,False,4650,1,1,G,S,84.0,101+,1251.0,120.0,0,1+
4651_01,Europa,False,C/179/S,TRAPPIST-1e,False,True,4651,1,1,C,S,0.0,101+,902.0,405.0,0,1+
4652_01,Earth,False,G/734/S,TRAPPIST-1e,False,True,4652,1,1,G,S,0.0,51-100,34.0,0.0,101+,1+
4653_01,Earth,False,E/302/S,TRAPPIST-1e,False,False,4653,1,1,E,S,0.0,101+,380.0,38.0,0,1+
4654_01,Europa,True,E/291/P,TRAPPIST-1e,False,True,4654,1,1,E,P,0.0,0,0.0,0.0,0,1+
4655_01,Europa,True,B/154/P,55 Cancri e,False,True,4655,1,2,B,P,0.0,0,0.0,0.0,0,1+
4655_02,Earth,True,B/154/P,TRAPPIST-1e,False,True,4655,2,2,B,P,0.0,0,0.0,0.0,0,1+
4656_01,Earth,False,F/875/S,TRAPPIST-1e,False,False,4656,1,2,F,S,0.0,101+,0.0,993.0,0,1+
4656_02,Earth,False,G/763/S,TRAPPIST-1e,False,False,4656,2,2,G,S,0.0,0,0.0,0.0,0,1+
4657_01,Earth,False,G/756/P,TRAPPIST-1e,False,False,4657,1,1,G,P,372.0,0,0.0,0.0,101+,1+
4658_01,Europa,False,D/147/S,TRAPPIST-1e,False,False,4658,1,2,D,S,0.0,101+,1821.0,1508.0,0,1+
4658_02,Europa,False,D/147/S,TRAPPIST-1e,False,False,4658,2,2,D,S,0.0,51-100,0.0,5567.159999999996,0,1+
4659_01,Earth,False,F/876/S,TRAPPIST-1e,False,False,4659,1,1,F,S,703.0,0,0.0,0.0,0,1+
4661_01,Earth,False,F/948/P,TRAPPIST-1e,False,True,4661,1,7,F,P,77.0,101+,117.0,1.0,1-50,1+
4661_02,Earth,True,G/757/P,55 Cancri e,False,False,4661,2,7,G,P,0.0,0,0.0,0.0,0,1+
4661_03,Earth,True,G/757/P,TRAPPIST-1e,False,True,4661,3,7,G,P,0.0,0,0.0,0.0,0,1+
4661_04,Earth,True,G/757/P,TRAPPIST-1e,False,False,4661,4,7,G,P,0.0,0,0.0,0.0,0,1+
4661_05,Earth,False,F/948/P,TRAPPIST-1e,False,False,4661,5,7,F,P,0.0,0,3434.0,0.0,1-50,1+
4661_06,Earth,True,G/757/P,TRAPPIST-1e,False,False,4661,6,7,G,P,0.0,0,0.0,0.0,0,1+
4661_07,Earth,False,G/757/P,TRAPPIST-1e,False,False,4661,7,7,G,P,0.0,0,0.0,0.0,0,1+
4662_01,Europa,False,C/148/P,TRAPPIST-1e,False,False,4662,1,3,C,P,45.0,101+,0.0,5567.159999999996,0,1+
4662_02,Europa,True,C/148/P,TRAPPIST-1e,False,True,4662,2,3,C,P,0.0,0,0.0,0.0,0,1+
4662_03,Europa,False,G/734/S,TRAPPIST-1e,False,True,4662,3,3,G,S,0.0,101+,1.0,312.0,0,1+
4663_01,Earth,True,G/765/S,TRAPPIST-1e,False,True,4663,1,6,G,S,0.0,0,0.0,0.0,0,1+
4663_02,Earth,True,G/765/S,TRAPPIST-1e,False,True,4663,2,6,G,S,0.0,0,0.0,0.0,0,1+
4663_03,Earth,True,G/765/S,TRAPPIST-1e,False,True,4663,3,6,G,S,0.0,0,0.0,0.0,0,1+
4663_04,Earth,False,G/765/S,55 Cancri e,False,True,4663,4,6,G,S,0.0,0,0.0,0.0,0,1+
4663_05,Earth,True,G/765/S,TRAPPIST-1e,False,True,4663,5,6,G,S,0.0,0,0.0,0.0,0,1+
4663_06,Earth,True,G/765/S,55 Cancri e,False,True,4663,6,6,G,S,0.0,0,0.0,0.0,0,1+
4664_01,Earth,False,E/303/S,TRAPPIST-1e,False,False,4664,1,1,E,S,182.0,101+,33.0,0.0,1-50,1+
4665_01,Earth,True,G/758/P,PSO J318.5-22,False,False,4665,1,1,G,P,0.0,0,0.0,0.0,0,1+
4667_01,Earth,True,G/734/S,TRAPPIST-1e,False,True,4667,1,1,G,S,0.0,0,0.0,0.0,0,1+
4668_01,Europa,True,C/180/S,55 Cancri e,False,True,4668,1,2,C,S,0.0,0,0.0,0.0,0,1+
4668_02,Europa,True,C/180/S,55 Cancri e,True,True,4668,2,2,C,S,0.0,0,0.0,0.0,0,1+
4672_01,Earth,True,G/759/P,55 Cancri e,False,False,4672,1,1,G,P,0.0,0,0.0,0.0,0,1+
4673_01,Earth,False,F/950/P,TRAPPIST-1e,False,False,4673,1,1,F,P,35.0,1-50,121.0,0.0,101+,1+
4676_01,Earth,False,G/760/P,TRAPPIST-1e,False,True,4676,1,1,G,P,0.0,0,65.0,62.0,101+,1+
4677_01,Europa,False,C/150/P,55 Cancri e,False,False,4677,1,1,C,P,0.0,101+,544.0,1272.0,0,1+
4678_01,Earth,False,F/951/P,TRAPPIST-1e,False,False,4678,1,1,F,P,183.0,101+,110.0,374.0,0,1+
4679_01,Europa,False,C/181/S,TRAPPIST-1e,False,True,4679,1,1,C,S,0.0,101+,1006.0,2084.0,1-50,1+
4680_01,Mars,False,D/155/P,TRAPPIST-1e,False,False,4680,1,4,D,P,0.0,0,0.0,2.0,1-50,1+
4680_02,Mars,True,F/952/P,TRAPPIST-1e,False,True,4680,2,4,F,P,0.0,0,0.0,0.0,0,1+
4680_03,Mars,False,F/952/P,TRAPPIST-1e,False,True,4680,3,4,F,P,0.0,0,0.0,0.0,0,1+
4680_04,Mars,False,D/155/P,TRAPPIST-1e,False,False,4680,4,4,D,P,1144.0,1-50,0.0,0.0,1-50,1+
4684_01,Mars,False,F/878/S,TRAPPIST-1e,False,True,4684,1,1,F,S,225.0,0,107.0,0.0,101+,1+
4686_01,Earth,False,G/768/S,TRAPPIST-1e,False,True,4686,1,1,G,S,0.0,101+,0.0,0.0,101+,1+
4689_01,Europa,False,C/182/S,TRAPPIST-1e,True,True,4689,1,1,C,S,0.0,101+,1404.0,366.0,0,1
4690_01,Europa,True,B/156/P,TRAPPIST-1e,False,True,4690,1,2,B,P,0.0,0,0.0,0.0,0,1+
4690_02,Europa,False,G/734/S,TRAPPIST-1e,False,False,4690,2,2,G,S,3087.24,101+,1.0,0.0,0,1+
4691_01,Earth,False,G/769/S,TRAPPIST-1e,False,False,4691,1,1,G,S,0.0,1-50,749.0,0.0,0,1+
4693_01,Europa,False,B/186/S,TRAPPIST-1e,True,False,4693,1,2,B,S,0.0,101+,2052.0,3687.0,0,1+
4693_02,Europa,True,B/186/S,55 Cancri e,False,True,4693,2,2,B,S,0.0,0,0.0,0.0,0,1+
4694_01,Earth,False,F/881/S,55 Cancri e,False,True,4694,1,1,F,S,0.0,101+,71.0,0.0,0,1+
4695_01,Mars,False,F/882/S,TRAPPIST-1e,False,True,4695,1,3,F,S,0.0,0,0.0,0.0,0,1+
4695_02,Mars,False,F/882/S,TRAPPIST-1e,False,False,4695,2,3,F,S,3087.24,0,0.0,0.0,1-50,1+
4695_03,Mars,True,F/882/S,TRAPPIST-1e,False,True,4695,3,3,F,S,0.0,0,0.0,0.0,0,1+
4696_01,Mars,True,F/883/S,TRAPPIST-1e,False,True,4696,1,1,F,S,0.0,0,0.0,0.0,0,1+
4699_01,Earth,False,F/955/P,55 Cancri e,False,False,4699,1,1,F,P,0.0,0,0.0,0.0,0,1+
4704_01,Europa,False,D/156/P,55 Cancri e,False,False,4704,1,1,D,P,818.0,1-50,2956.0,2311.0,1-50,1+
4706_01,Earth,True,G/762/P,TRAPPIST-1e,False,False,4706,1,2,G,P,0.0,0,0.0,0.0,0,1+
4706_02,Earth,True,G/762/P,TRAPPIST-1e,False,True,4706,2,2,G,P,0.0,0,0.0,0.0,0,1+
4708_01,Mars,False,E/304/S,TRAPPIST-1e,False,False,4708,1,1,E,S,0.0,1-50,11.0,998.0,1-50,1+
4709_01,Earth,False,F/957/P,55 Cancri e,False,False,4709,1,1,F,P,2614.0,0,0.0,0.0,101+,1+
4710_01,Mars,False,F/958/P,TRAPPIST-1e,False,True,4710,1,2,F,P,130.0,1-50,0.0,0.0,101+,1+
4710_02,Mars,False,E/293/P,TRAPPIST-1e,False,False,4710,2,2,E,P,179.0,0,131.0,0.0,101+,1+
4711_01,Mars,False,F/959/P,TRAPPIST-1e,False,False,4711,1,1,F,P,1420.0,0,0.0,0.0,51-100,1+
4712_01,Earth,True,G/764/P,PSO J318.5-22,False,True,4712,1,1,G,P,0.0,0,0.0,0.0,0,1+
4713_01,Earth,False,F/885/S,TRAPPIST-1e,False,False,4713,1,1,F,S,0.0,0,39.0,1094.0,101+,1+
4714_01,Earth,True,G/765/P,TRAPPIST-1e,False,False,4714,1,1,G,P,0.0,0,0.0,0.0,0,1+
4717_01,Earth,True,G/766/P,TRAPPIST-1e,False,False,4717,1,1,G,P,0.0,0,0.0,0.0,0,1+
4719_01,Mars,True,E/305/S,TRAPPIST-1e,False,True,4719,1,1,E,S,0.0,0,0.0,0.0,0,1+
4720_01,Earth,False,F/887/S,TRAPPIST-1e,False,True,4720,1,1,F,S,0.0,101+,131.0,1.0,51-100,1+
4721_01,Earth,True,G/771/S,TRAPPIST-1e,False,True,4721,1,1,G,S,0.0,0,0.0,0.0,0,1+
4723_01,Earth,False,F/888/S,55 Cancri e,False,True,4723,1,2,F,S,0.0,101+,0.0,502.0,0,1+
4723_02,Earth,False,F/888/S,PSO J318.5-22,False,False,4723,2,2,F,S,154.0,1-50,213.0,453.0,101+,1+
4725_01,Earth,False,G/767/P,55 Cancri e,False,False,4725,1,1,G,P,866.0,0,0.0,23.0,0,1+
4726_01,Europa,False,C/187/S,TRAPPIST-1e,False,True,4726,1,5,C,S,0.0,101+,1777.0,0.0,0,1+
4726_02,Europa,False,C/187/S,55 Cancri e,False,True,4726,2,5,C,S,0.0,101+,4.0,1960.0,0,1+
4726_03,Europa,False,C/187/S,TRAPPIST-1e,False,True,4726,3,5,C,S,0.0,1-50,1271.0,2630.0,0,1+
4726_04,Europa,True,C/187/S,TRAPPIST-1e,False,True,4726,4,5,C,S,0.0,0,0.0,0.0,0,1+
4726_05,Europa,False,C/187/S,TRAPPIST-1e,False,True,4726,5,5,C,S,8.0,1-50,56.0,2167.0,0,1+
4728_01,Mars,False,F/889/S,TRAPPIST-1e,False,False,4728,1,2,F,S,706.0,0,0.0,583.0,0,1+
4728_02,Mars,True,F/889/S,TRAPPIST-1e,False,True,4728,2,2,F,S,0.0,0,0.0,0.0,0,1+
4730_01,Europa,False,B/158/P,TRAPPIST-1e,False,False,4730,1,1,B,P,0.0,101+,40.0,5567.159999999996,0,1+
4732_01,Europa,True,C/151/P,TRAPPIST-1e,False,True,4732,1,3,C,P,0.0,0,0.0,0.0,0,1+
4732_02,Europa,True,C/151/P,TRAPPIST-1e,False,True,4732,2,3,C,P,0.0,0,0.0,0.0,0,1+
4732_03,Europa,False,C/151/P,TRAPPIST-1e,False,True,4732,3,3,C,P,0.0,0,0.0,0.0,0,1+
4733_01,Earth,False,E/294/P,TRAPPIST-1e,False,True,4733,1,1,E,P,962.0,0,105.0,0.0,101+,1+
4738_01,Mars,False,F/893/S,TRAPPIST-1e,False,False,4738,1,2,F,S,531.0,101+,200.0,0.0,1-50,1+
4738_02,Mars,False,F/893/S,TRAPPIST-1e,False,False,4738,2,2,F,S,574.0,0,1831.0,2.0,101+,1+
4739_01,Earth,False,G/773/S,TRAPPIST-1e,False,True,4739,1,1,G,S,37.0,1-50,305.0,581.0,0,1+
4741_01,Mars,True,F/961/P,TRAPPIST-1e,False,True,4741,1,3,F,P,0.0,0,0.0,0.0,0,1+
4741_02,Mars,False,F/961/P,55 Cancri e,False,True,4741,2,3,F,P,0.0,0,0.0,0.0,0,1+
4741_03,Mars,False,F/961/P,TRAPPIST-1e,False,True,4741,3,3,F,P,0.0,0,0.0,0.0,0,1+
4743_01,Europa,False,E/306/S,TRAPPIST-1e,False,True,4743,1,1,E,S,0.0,101+,13.0,302.0,0,1+
4744_01,Europa,False,C/152/P,TRAPPIST-1e,False,True,4744,1,2,C,P,0.0,1-50,3.0,6.0,101+,1+
4744_02,Europa,True,C/152/P,55 Cancri e,False,True,4744,2,2,C,P,0.0,0,0.0,0.0,0,1+
4746_01,Earth,False,G/775/S,TRAPPIST-1e,False,False,4746,1,1,G,S,282.0,1-50,0.0,0.0,101+,1+
4748_01,Mars,False,D/149/S,TRAPPIST-1e,False,False,4748,1,1,D,S,204.0,101+,38.0,1.0,101+,1+
4750_01,Europa,False,A/57/S,TRAPPIST-1e,False,False,4750,1,2,A,S,0.0,101+,14.0,1647.0,101+,1+
4750_02,Europa,False,A/57/S,TRAPPIST-1e,False,False,4750,2,2,A,S,0.0,101+,1795.0,588.0,0,1+
4752_01,Mars,False,F/964/P,PSO J318.5-22,False,False,4752,1,1,F,P,233.0,0,0.0,171.0,101+,1+
4753_01,Mars,False,F/895/S,TRAPPIST-1e,False,False,4753,1,1,F,S,850.0,0,0.0,0.0,101+,1+
4754_01,Earth,False,E/307/S,55 Cancri e,False,False,4754,1,1,E,S,25.0,101+,2.0,321.0,101+,1+
4755_01,Mars,True,F/965/P,TRAPPIST-1e,False,True,4755,1,1,F,P,0.0,0,0.0,0.0,0,1+
4756_01,Europa,True,C/188/S,55 Cancri e,False,True,4756,1,2,C,S,0.0,0,0.0,0.0,0,1+
4756_02,Europa,True,C/188/S,55 Cancri e,False,True,4756,2,2,C,S,0.0,0,0.0,0.0,0,1+
4757_01,Earth,False,F/896/S,TRAPPIST-1e,False,False,4757,1,1,F,S,185.0,0,1810.0,53.0,101+,1+
4758_01,Earth,False,F/966/P,TRAPPIST-1e,False,False,4758,1,1,F,P,248.0,0,0.0,623.0,0,1+
4759_01,Earth,False,F/897/S,TRAPPIST-1e,False,False,4759,1,1,F,S,0.0,1-50,693.0,0.0,1-50,1+
4762_01,Mars,True,F/968/P,TRAPPIST-1e,False,True,4762,1,1,F,P,0.0,0,0.0,0.0,0,1+
4763_01,Mars,False,F/969/P,TRAPPIST-1e,False,True,4763,1,1,F,P,298.0,0,5.0,0.0,101+,1+
4764_01,Earth,False,E/308/S,TRAPPIST-1e,False,True,4764,1,1,E,S,0.0,101+,0.0,56.0,101+,1+
4769_01,Earth,True,G/776/S,TRAPPIST-1e,False,True,4769,1,1,G,S,0.0,0,0.0,0.0,0,1+
4770_01,Earth,False,F/900/S,55 Cancri e,False,True,4770,1,2,F,S,0.0,101+,8.0,74.0,1-50,1+
4770_02,Earth,True,F/900/S,PSO J318.5-22,False,True,4770,2,2,F,S,0.0,0,0.0,0.0,0,1+
4772_01,Earth,False,F/971/P,55 Cancri e,False,False,4772,1,1,F,P,256.0,0,0.0,373.0,0,1+
4773_01,Earth,False,G/777/S,TRAPPIST-1e,False,True,4773,1,1,G,S,935.0,101+,0.0,0.0,0,1+
4774_01,Mars,True,F/972/P,TRAPPIST-1e,False,True,4774,1,4,F,P,0.0,0,0.0,0.0,0,1+
4774_02,Mars,True,F/972/P,TRAPPIST-1e,False,True,4774,2,4,F,P,0.0,0,0.0,0.0,0,1+
4774_03,Mars,False,F/972/P,TRAPPIST-1e,False,False,4774,3,4,F,P,2130.0,0,1.0,0.0,1-50,1+
4774_04,Mars,True,F/972/P,TRAPPIST-1e,False,True,4774,4,4,F,P,0.0,0,0.0,0.0,0,1+
4775_01,Earth,False,G/778/S,TRAPPIST-1e,False,True,4775,1,1,G,S,123.0,1-50,0.0,0.0,101+,1+
4777_01,Earth,True,G/779/S,TRAPPIST-1e,False,True,4777,1,1,G,S,0.0,0,0.0,0.0,0,1+
4778_01,Europa,False,A/58/S,TRAPPIST-1e,False,False,4778,1,1,A,S,588.0,101+,228.0,6.0,0,1
4780_01,Mars,False,E/309/S,TRAPPIST-1e,False,False,4780,1,2,E,S,845.0,0,123.0,0.0,1-50,1+
4780_02,Mars,True,E/309/S,TRAPPIST-1e,False,True,4780,2,2,E,S,0.0,0,0.0,0.0,0,1+
4782_01,Europa,True,G/734/S,55 Cancri e,False,True,4782,1,5,G,S,0.0,0,0.0,0.0,0,1+
4782_02,Europa,False,C/189/S,TRAPPIST-1e,False,False,4782,2,5,C,S,50.0,101+,2998.0,4334.0,0,1+
4782_03,Europa,False,C/189/S,55 Cancri e,False,False,4782,3,5,C,S,0.0,101+,3873.0,240.0,0,1+
4782_04,Europa,True,C/189/S,55 Cancri e,False,True,4782,4,5,C,S,0.0,0,0.0,0.0,0,1+
4782_05,Europa,False,C/189/S,55 Cancri e,False,False,4782,5,5,C,S,0.0,101+,5294.519999999993,0.0,101+,1+
4783_01,Europa,False,A/43/P,TRAPPIST-1e,False,True,4783,1,1,A,P,223.0,101+,1318.0,1866.0,0,1+
4784_01,Mars,True,F/903/S,TRAPPIST-1e,False,True,4784,1,1,F,S,0.0,0,0.0,0.0,0,1+
4785_01,Europa,True,B/159/P,55 Cancri e,False,True,4785,1,1,B,P,0.0,0,0.0,0.0,0,1+
4786_01,Europa,True,B/160/P,TRAPPIST-1e,True,True,4786,1,1,B,P,0.0,0,0.0,0.0,0,1+
4787_01,Earth,False,G/780/S,TRAPPIST-1e,False,False,4787,1,1,G,S,2.0,0,9.0,754.0,0,1+
4788_01,Earth,False,F/904/S,TRAPPIST-1e,False,False,4788,1,1,F,S,0.0,0,778.0,0.0,0,1+
4790_01,Europa,False,B/189/S,TRAPPIST-1e,True,False,4790,1,1,B,S,0.0,101+,0.0,1666.0,0,1+
4791_01,Earth,False,G/781/S,TRAPPIST-1e,False,True,4791,1,1,G,S,63.0,101+,253.0,42.0,1-50,1+
4792_01,Earth,True,G/782/S,TRAPPIST-1e,False,True,4792,1,1,G,S,0.0,0,0.0,0.0,0,1+
4793_01,Europa,False,E/310/S,55 Cancri e,False,False,4793,1,2,E,S,13.0,101+,1439.0,1955.0,1-50,1+
4793_02,Europa,False,E/310/S,TRAPPIST-1e,False,True,4793,2,2,E,S,0.0,101+,161.0,0.0,101+,1+
4794_01,Earth,False,F/974/P,TRAPPIST-1e,False,False,4794,1,1,F,P,0.0,101+,599.0,0.0,0,1+
4795_01,Earth,False,F/905/S,TRAPPIST-1e,False,True,4795,1,1,F,S,138.0,101+,18.0,40.0,0,1+
4796_01,Mars,False,G/734/S,TRAPPIST-1e,False,True,4796,1,2,G,S,21.0,0,0.0,1.0,101+,1+
4796_02,Mars,True,E/311/S,TRAPPIST-1e,False,True,4796,2,2,E,S,0.0,0,0.0,0.0,0,1+
4797_01,Earth,True,G/783/S,PSO J318.5-22,False,True,4797,1,1,G,S,0.0,0,0.0,0.0,0,1+
4798_01,Mars,True,F/975/P,TRAPPIST-1e,False,True,4798,1,3,F,P,0.0,0,0.0,0.0,0,1+
4798_02,Mars,True,F/975/P,TRAPPIST-1e,False,True,4798,2,3,F,P,0.0,0,0.0,0.0,0,1+
4798_03,Mars,True,F/975/P,TRAPPIST-1e,False,True,4798,3,3,F,P,0.0,0,0.0,0.0,0,1+
4801_01,Earth,True,G/773/P,TRAPPIST-1e,False,False,4801,1,1,G,P,0.0,0,0.0,0.0,0,1+
4803_01,Earth,False,F/977/P,TRAPPIST-1e,False,False,4803,1,1,F,P,1028.0,1-50,0.0,0.0,0,1+
4804_01,Earth,False,F/906/S,TRAPPIST-1e,False,True,4804,1,3,F,S,211.0,101+,493.0,62.0,1-50,1+
4804_02,Earth,False,G/785/S,TRAPPIST-1e,False,True,4804,2,3,G,S,0.0,0,0.0,0.0,0,1+
4804_03,Earth,True,G/785/S,TRAPPIST-1e,False,True,4804,3,3,G,S,0.0,0,0.0,0.0,0,1+
4807_01,Earth,False,G/776/P,TRAPPIST-1e,False,False,4807,1,1,G,P,22.0,1-50,864.0,0.0,0,1+
4808_01,Mars,False,E/299/P,TRAPPIST-1e,False,False,4808,1,1,E,P,665.0,101+,0.0,0.0,1-50,1
4810_01,Earth,False,G/734/S,PSO J318.5-22,False,False,4810,1,1,G,S,30.0,1-50,321.0,451.0,0,1+
4813_01,Europa,False,C/190/S,55 Cancri e,False,True,4813,1,1,C,S,0.0,101+,0.0,98.0,1-50,1
4814_01,Earth,True,G/788/S,55 Cancri e,False,True,4814,1,1,G,S,0.0,0,0.0,0.0,0,1+
4815_01,Earth,False,F/907/S,55 Cancri e,False,True,4815,1,1,F,S,564.0,1-50,0.0,30.0,0,1+
4817_01,Mars,False,F/979/P,TRAPPIST-1e,False,False,4817,1,1,F,P,17.0,0,394.0,0.0,101+,1+
4818_01,Mars,False,D/150/S,TRAPPIST-1e,False,True,4818,1,1,D,S,588.0,101+,0.0,0.0,101+,1+
4819_01,Mars,True,F/980/P,TRAPPIST-1e,False,True,4819,1,1,F,P,0.0,0,0.0,0.0,0,1+
4822_01,Mars,True,F/981/P,55 Cancri e,False,True,4822,1,4,F,P,0.0,0,0.0,0.0,0,1+
4822_02,Mars,True,F/981/P,TRAPPIST-1e,False,True,4822,2,4,F,P,0.0,0,0.0,0.0,0,1+
4822_03,Earth,True,F/981/P,TRAPPIST-1e,False,True,4822,3,4,F,P,0.0,0,0.0,0.0,0,1+
4822_04,Mars,False,F/981/P,TRAPPIST-1e,False,True,4822,4,4,F,P,0.0,0,0.0,0.0,0,1+
4823_01,Earth,False,G/777/P,TRAPPIST-1e,False,False,4823,1,1,G,P,526.0,0,258.0,0.0,0,1+
4827_01,Earth,True,G/789/S,PSO J318.5-22,False,True,4827,1,1,G,S,0.0,0,0.0,0.0,0,1+
4828_01,Earth,False,G/778/P,55 Cancri e,False,True,4828,1,1,G,P,363.0,1-50,0.0,512.0,0,1+
4829_01,Mars,False,F/982/P,TRAPPIST-1e,False,False,4829,1,1,F,P,944.0,101+,0.0,0.0,1-50,1+
4830_01,Earth,False,F/983/P,TRAPPIST-1e,False,False,4830,1,1,F,P,0.0,0,19.0,785.0,0,1+
4831_01,Mars,True,F/984/P,TRAPPIST-1e,False,True,4831,1,1,F,P,0.0,0,0.0,0.0,0,1
4832_01,Earth,False,E/301/P,TRAPPIST-1e,False,False,4832,1,1,E,P,542.0,101+,0.0,0.0,1-50,1+
4836_01,Mars,True,G/734/S,TRAPPIST-1e,False,True,4836,1,2,G,S,0.0,0,0.0,0.0,0,1+
4836_02,Mars,False,F/911/S,TRAPPIST-1e,True,True,4836,2,2,F,S,20.0,0,0.0,3.0,101+,1+
4837_01,Earth,False,F/912/S,TRAPPIST-1e,False,True,4837,1,1,F,S,0.0,101+,19.0,44.0,101+,1+
4838_01,Earth,False,F/913/S,TRAPPIST-1e,False,False,4838,1,1,F,S,1.0,1-50,0.0,700.0,1-50,1+
4840_01,Earth,True,F/915/S,TRAPPIST-1e,False,True,4840,1,1,F,S,0.0,0,0.0,0.0,0,1+
4841_01,Europa,True,B/192/S,55 Cancri e,False,True,4841,1,3,B,S,0.0,0,0.0,0.0,0,1+
4841_02,Europa,False,B/192/S,TRAPPIST-1e,False,False,4841,2,3,B,S,12.0,101+,1381.0,358.0,0,1+
4841_03,Europa,False,B/192/S,TRAPPIST-1e,False,False,4841,3,3,B,S,21.0,101+,1966.0,5567.159999999996,0,1+
4842_01,Mars,False,D/152/S,TRAPPIST-1e,False,False,4842,1,1,D,S,2260.0,0,106.0,60.0,101+,1+
4845_01,Europa,True,E/302/P,55 Cancri e,False,True,4845,1,1,E,P,0.0,0,0.0,0.0,0,1+
4846_01,Earth,False,E/314/S,TRAPPIST-1e,False,False,4846,1,2,E,S,161.0,1-50,624.0,0.0,0,1+
4846_02,Earth,True,G/791/S,TRAPPIST-1e,False,True,4846,2,2,G,S,0.0,0,0.0,0.0,0,1+
4847_01,Earth,False,F/917/S,TRAPPIST-1e,False,True,4847,1,1,F,S,0.0,0,18.0,86.0,101+,1+
4848_01,Earth,False,F/986/P,TRAPPIST-1e,False,True,4848,1,1,F,P,148.0,0,619.0,34.0,0,1+
4850_01,Earth,False,G/792/S,TRAPPIST-1e,False,True,4850,1,2,G,S,14.0,0,103.0,333.0,101+,1+
4850_02,Earth,False,G/792/S,TRAPPIST-1e,False,True,4850,2,2,G,S,330.0,101+,2.0,0.0,0,1+
4851_01,Earth,False,F/918/S,PSO J318.5-22,False,True,4851,1,1,F,S,0.0,101+,172.0,0.0,1-50,1+
4853_01,Europa,False,C/153/P,TRAPPIST-1e,False,False,4853,1,1,C,P,3087.24,101+,157.0,12.0,1-50,1
4856_01,Earth,False,F/920/S,TRAPPIST-1e,False,True,4856,1,1,F,S,12.0,1-50,4.0,753.0,0,1+
4857_01,Earth,False,G/782/P,55 Cancri e,False,False,4857,1,1,G,P,423.0,0,0.0,0.0,0,1+
4862_01,Earth,False,G/783/P,TRAPPIST-1e,False,False,4862,1,1,G,P,0.0,101+,0.0,0.0,1-50,1+
4863_01,Europa,False,T/2/S,TRAPPIST-1e,False,False,4863,1,1,T,S,1721.0,101+,28.0,1362.0,0,1+
4864_01,Earth,False,G/784/P,55 Cancri e,False,False,4864,1,1,G,P,0.0,0,734.0,21.0,0,1+
4866_01,Earth,False,F/922/S,TRAPPIST-1e,False,True,4866,1,1,F,S,0.0,0,142.0,2.0,101+,1+
4868_01,Earth,False,E/304/P,TRAPPIST-1e,False,True,4868,1,1,E,P,0.0,101+,13.0,0.0,0,1+
4870_01,Earth,False,G/785/P,55 Cancri e,False,False,4870,1,1,G,P,8.0,0,0.0,176.0,0,1+
4871_01,Earth,False,F/990/P,PSO J318.5-22,False,False,4871,1,1,F,P,0.0,101+,0.0,0.0,0,1+
4873_01,Europa,False,C/191/S,55 Cancri e,False,True,4873,1,1,C,S,0.0,101+,0.0,3880.0,0,1+
4874_01,Mars,False,F/925/S,TRAPPIST-1e,False,True,4874,1,2,F,S,654.0,0,0.0,0.0,101+,1+
4874_02,Mars,True,F/925/S,TRAPPIST-1e,False,True,4874,2,2,F,S,0.0,0,0.0,0.0,0,1+
4875_01,Earth,False,F/926/S,TRAPPIST-1e,False,True,4875,1,1,F,S,529.0,1-50,21.0,0.0,51-100,1+
4876_01,Mars,False,F/927/S,TRAPPIST-1e,False,False,4876,1,1,F,S,750.0,0,368.0,0.0,101+,1
4878_01,Mars,False,F/929/S,TRAPPIST-1e,False,False,4878,1,1,F,S,108.0,0,861.0,0.0,101+,1+
4879_01,Earth,False,G/786/P,TRAPPIST-1e,False,False,4879,1,1,G,P,362.0,0,12.0,483.0,1-50,1+
4880_01,Earth,False,G/787/P,55 Cancri e,False,False,4880,1,1,G,P,126.0,1-50,1305.0,0.0,0,1+
